time,num,size
{time:1, num:1, size:11024, dir:1, group:5},
{time:2, num:1, size:32039, dir:1, group:5},
{time:3, num:1, size:32085, dir:1, group:5},
{time:4, num:2, size:43243, dir:1, group:5},
{time:5, num:2, size:41923, dir:1, group:5},
{time:6, num:1, size:30203, dir:1, group:5},
{time:7, num:1, size:42978, dir:1, group:5},
{time:8, num:2, size:43556, dir:1, group:5},
{time:9, num:2, size:36458, dir:1, group:5},
{time:10, num:1, size:38940, dir:1, group:5},
{time:11, num:2, size:39555, dir:1, group:5},
{time:12, num:1, size:39361, dir:1, group:5},
{time:13, num:1, size:40409, dir:1, group:5},
{time:14, num:1, size:42150, dir:1, group:5},
{time:15, num:1, size:43058, dir:1, group:5},
{time:16, num:1, size:44179, dir:1, group:5},
{time:17, num:1, size:45111, dir:1, group:5},
{time:18, num:2, size:45834, dir:1, group:5},
{time:19, num:1, size:44752, dir:1, group:5},
{time:20, num:1, size:45258, dir:1, group:5},
{time:21, num:1, size:45992, dir:1, group:5},
{time:22, num:1, size:46554, dir:1, group:5},
{time:23, num:2, size:47731, dir:1, group:5},
{time:24, num:1, size:26674, dir:1, group:5},
{time:25, num:1, size:26893, dir:1, group:5},
{time:26, num:1, size:27078, dir:1, group:5},
{time:27, num:1, size:28010, dir:1, group:5},
{time:28, num:1, size:50441, dir:1, group:5},
{time:29, num:1, size:51103, dir:1, group:5},
{time:30, num:2, size:53537, dir:1, group:5},
{time:31, num:1, size:54187, dir:1, group:5},
{time:32, num:1, size:55210, dir:1, group:5},
{time:33, num:1, size:63370, dir:1, group:5},
{time:34, num:1, size:65675, dir:1, group:5},
{time:35, num:1, size:66698, dir:1, group:5},
{time:36, num:2, size:70848, dir:1, group:5},
{time:37, num:3, size:63357, dir:1, group:5},
{time:38, num:1, size:63357, dir:1, group:5},
{time:39, num:1, size:64465, dir:1, group:5},
{time:40, num:1, size:76242, dir:1, group:5},
{time:41, num:1, size:77566, dir:1, group:5},
{time:42, num:1, size:80041, dir:1, group:5},
{time:43, num:1, size:84757, dir:1, group:5},
{time:44, num:1, size:86201, dir:1, group:5},
{time:45, num:1, size:88122, dir:1, group:5},
{time:46, num:1, size:93618, dir:1, group:5},
{time:47, num:1, size:96023, dir:1, group:5},
{time:48, num:1, size:98359, dir:1, group:5},
{time:49, num:1, size:100012, dir:1, group:5},
{time:50, num:1, size:127551, dir:1, group:5},
{time:51, num:1, size:128772, dir:1, group:5},
{time:52, num:1, size:129835, dir:1, group:5},
{time:53, num:1, size:129985, dir:1, group:5},
{time:54, num:1, size:130740, dir:1, group:5},
{time:55, num:1, size:143519, dir:1, group:5},
{time:56, num:1, size:145085, dir:1, group:5},
{time:57, num:2, size:144265, dir:1, group:5},
{time:58, num:2, size:140239, dir:1, group:5},
{time:59, num:1, size:138885, dir:1, group:5},
{time:60, num:2, size:139353, dir:1, group:5},
{time:61, num:1, size:108634, dir:1, group:5},
{time:62, num:2, size:108856, dir:1, group:5},
{time:63, num:1, size:88215, dir:1, group:5},
{time:64, num:1, size:92378, dir:1, group:5},
{time:65, num:1, size:93437, dir:1, group:5},
{time:66, num:2, size:94433, dir:1, group:5},
{time:67, num:1, size:93729, dir:1, group:5},
{time:68, num:1, size:95010, dir:1, group:5},
{time:69, num:1, size:95753, dir:1, group:5},
{time:70, num:1, size:96862, dir:1, group:5},
{time:71, num:1, size:97919, dir:1, group:5},
{time:72, num:1, size:98170, dir:1, group:5},
{time:73, num:1, size:100440, dir:1, group:5},
{time:74, num:2, size:101208, dir:1, group:5},
{time:75, num:1, size:102115, dir:1, group:5},
{time:76, num:2, size:117465, dir:1, group:5},
{time:77, num:1, size:116588, dir:1, group:5},
{time:78, num:1, size:117966, dir:1, group:5},
